typeName,slot
Type-D Restrained Expanded Cargo,L
Ahremen's Modified Heat Sink,L
X-Large 'Atonement' Remote Shield Booster,H
Kaikka's Modified Shield Boost Amplifier,M
Modulated Compact Dual Giga Pulse Laser,H
1MN Afterburner I,M
Noir. Modified Entosis Link,H
Responsive Auto-Targeting System I,H
'Heist' Radar ECM,M
Medium Projectile Locus Coordinator II,R
Capital Liquid Cooled Electronics II,R
'Hauberk' Large Armor Repairer I,L
800mm Crystalline Carbonide Restrained Plates,L
Chelm's Modified Mega Beam Laser,H
Medium Inverted Signal Field Projector I,R
Covert Ops Cloaking Device II,H
Cormack's Modified Large Plasma Smartbomb,H
True Sansha Warp Scrambler,M
Standup M-Set Basic Medium Ship Manufacturing Time Efficiency I,R
Dark Blood Small Focused Beam Laser,H
'Distributor' Guidance Disruptor,M
Capital Projectile Collision Accelerator I,R
Large Graviton Smartbomb I,H
Capital Energy Locus Coordinator I,R
Small Capacitor Booster II,M
Mega Beam Laser II,H
ECCM - Omni II,M
Republic Fleet Medium Cap Battery,M
Small Auxiliary Thrusters I,R
True Sansha Heavy Assault Missile Launcher,H
Shadow Serpentis Explosive Plating,L
Large Algid Energy Administrations Unit I,R
XL Torpedo Launcher I,H
True Sansha Capital Flex Shield Hardener,M
Interior Force Field Array,L
Corpii C-Type Small Remote Capacitor Transmitter,H
Light Electron Blaster II,H
Loki Core - Immobility Drivers,S
Large Energy Collision Accelerator I,R
Coreli A-Type Adaptive Nano Plating,L
Cormack's Modified Neutron Blaster Cannon,H
Energized EM Membrane II,L
Large 'Integrative' Hull Repair Unit,M
Estamel's Modified Cloaking Device,H
Republic Fleet Medium Armor Repairer,L
Advanced 'Limos' Heavy Missile Bay I,H
OLD Legion Propulsion - Fuel Catalyst,S
'Codex' Data Analyzer I,M
Ammatar Navy Small Energy Neutralizer,H
Type-E Discriminative Signal Augmentation,L
Cormack's Modified Energized EM Membrane,L
Imperial Navy Medium Armor Repairer,L
Heavy Ion Blaster II,H
OLD Tengu Engineering - Capacitor Regeneration Matrix,S
Imperial Navy Small EMP Smartbomb,H
Imperial Navy Armor Explosive Hardener,L
Dread Guristas Adaptive Invulnerability Field,M
Limited Adaptive Invulnerability Field I,M
Brokara's Modified Mega Pulse Laser,H
Ship Scanner I,M
Dual Afocal Light Maser I,H
250mm Light Artillery Cannon I,H
Capital Capacitor Control Circuit II,R
Capital Engine Thermal Shielding II,R
'Basic' Capacitor Power Relay,L
Domination Heavy Warp Scrambler,M
Standup XL-Set Integrated Fighter and PD Network II,R
Scan Pinpointing Array I,M
Small Warp Core Optimizer I,R
Medium Inefficient Armor Repair Unit,L
800mm Repeating Cannon II,H
Capital Flex Shield Hardener II,M
Capital F-S9 Regolith Compact Shield Extender,M
Hakim's Modified Large Shield Booster,M
800mm Reinforced Titanium Plates I,L
'Aoede' Mining Laser Upgrade,L
Dual Anode Heavy Particle Stream I,H
Medium Gremlin Compact Energy Neutralizer,H
Domination Kinetic Plating,L
Rapid Light Missile Launcher I,H
Small Core Defense Field Extender II,R
Medium Brief Capacitor Overcharge I,M
'Basic' Inertial Stabilizers,L
Expanded Cargohold II,L
Federation Navy Armor Kinetic Hardener,L
Luther Veron's Modified Shield Extender,M
Capital Shield Booster II,M
'Basic' Power Diagnostic System,L
Tuvan's Modified Energized Adaptive Nano Membrane,L
100MN Y-S8 Compact Afterburner,M
Medium F-S9 Regolith Compact Shield Extender,M
Dual 180mm 'Scout' Autocannon I,H
Magnetometric Positional ECCM Sensor System I,M
Caldari Navy Small Shield Booster,M
Tobias' Modified Heavy Warp Disruptor,M
Medium Anti-Explosive Screen Reinforcer I,R
Extra Magnetometric ECCM Scanning Array I,M
Capital Core Defense Charge Economizer I,R
Unit W-634's Modified Damage Control,L
Small Focused Beam Laser I,H
Tairei's Modified Capacitor Power Relay,L
Draclira's Modified Energized EM Membrane,L
True Sansha Medium Energy Neutralizer,H
Civilian Gatling Autocannon,H
Small Gremlin Compact Energy Neutralizer,H
Standup XL-Set EW and Emissions Co-ordinator II,R
Skirmish Warfare Link - Interdiction Maneuvers I,H
150mm Light 'Scout' Autocannon I,H
Ahremen's Modified Explosive Plating,L
Dread Guristas Warp Scrambler,M
Imperial Navy Thermal Plating,L
Mark I Compact Power Diagnostic System,L
Dual 1000mm Railgun II,H
Large Energy Burst Aerator II,R
Large Core Defense Operational Solidifier II,R
Partial Power Plant Manager: Diagnostic System,L
50MN Microwarpdrive I,M
Tengu Offensive - Accelerated Ejection Bay,S
'Protest' Large Armor Repairer I,L
Core X-Type 100MN Afterburner,M
200mm Railgun II,H
Dread Guristas 150mm Railgun,H
Tuvan's Modified Large Plasma Smartbomb,H
Crosslink Compact Ballistic Control System,L
350mm 'Scout' Accelerator Cannon,H
OLD Tengu Engineering - Supplemental Coolant Injector,S
True Sansha Tachyon Beam Laser,H
Linear Flux Stabilizer,L
Fleeting Warp Disruptor I,M
Arbalest Compact XL Torpedo Launcher,H
Modal Enduring Triple Neutron Blaster Cannon,H
Cormack's Modified Explosive Plating,L
ECCM Projector I,M
Gravimetric Positional ECCM Sensor System I,M
Small Powergrid Subroutine Maximizer II,R
Faint Epsilon Scoped Warp Scrambler,M
Small Remote Shield Booster II,H
Kinetic Deflection Field II,M
Standup L-Set Ammunition Manufacturing Efficiency II,R
Pro-Nav Compact Missile Guidance Enhancer,L
Draclira's Modified Energized Adaptive Nano Membrane,L
Medium 'Canyon' Shield Extender,M
ORE Strip Miner,H
QA Pacifier Burst,M
Small Anti-EM Screen Reinforcer II,R
Gotan's Modified Torpedo Launcher,H
Basic Reactor Control Unit,L
Dual 250mm Compressed Coil Gun I,H
'Arbalest' Rocket Launcher I,H
Federation Navy 5MN Microwarpdrive,M
Large Compact Pb-Acid Cap Battery,M
Selynne's Modified Explosive Plating,L
CONCORD Light Missile Launcher,H
Large Dynamic Fuel Valve I,R
Small Knave Scoped Energy Nosferatu,H
Imperial Navy Large Remote Capacitor Transmitter,H
Tengu Defensive - Supplemental Screening,S
OLD Tengu Defensive - Supplemental Screening,S
Mizuro's Modified Gyrostabilizer,L
Shadow Serpentis Kinetic Plating,L
Standup M-Set Scan Resolution I,R
Large Auxiliary Thrusters II,R
280mm 'Scout' Artillery I,H
Limited Energized Kinetic Membrane I,L
Medium Auxiliary Thrusters I,R
Centii C-Type Explosive Plating,L
Coreli B-Type Small Remote Armor Repairer,H
Standup M-Set Equipment Manufacturing Material Efficiency I,R
Medium Tech I Large Ship Research I,R
Vigor Compact Micro Auxiliary Power Core,L
Mining Foreman Link - Laser Optimization I,H
'Halberd' Mega Pulse Laser I,H
Heavy Gremlin Compact Energy Neutralizer,H
Ammatar Navy Armor EM Hardener,L
Republic Fleet Shield Boost Amplifier,M
'Collateral' Adaptive Nano Plating I,L
Capital Rocket Fuel Cache Partition I,R
125mm Light Gallium Machine Gun,H
Tachyon Modal Laser I,H
Shadow Serpentis 50MN Microwarpdrive,M
Capital Projectile Locus Coordinator II,R
Corelum B-Type Energized Adaptive Nano Membrane,L
Salvager II,H
Small Converse Deflection Catalyzer,M
Centus B-Type Armor Explosive Hardener,L
Large C5-L Emergency Shield Overload I,M
Federation Navy Warp Scrambler,M
Khanid Navy Torpedo Launcher,H
Prototype 'Arbalest' Rapid Light Missile Launcher,H
Large Tech I Capital Component Research I,R
Standup M-Set Basic Large Ship Manufacturing Time Efficiency I,R
Tairei's Modified Armor Kinetic Hardener,L
True Sansha Energized Thermal Membrane,L
Magnetometric ECM II,M
Raysere's Modified Thermal Plating,L
Co-Processor II,L
Mega Afocal Maser I,H
Selynne's Modified Energized Explosive Membrane,L
Syndicate 400mm Steel Plates,L
Dread Guristas 75mm Railgun,H
Mark I Modified SS Inertial Stabilizers,L
Propellant Injection Vent I,R
Upgraded Energized Armor Layering Membrane I,L
Pithum A-Type EM Ward Amplifier,M
Shielded Ladar Backup Cluster I,L
Vepas' Modified Cloaking Device,H
Domination Heavy Stasis Grappler,M
Small Targeting System Subcontroller I,R
Tuvan's Modified Power Diagnostic System,L
Systematic Damage Control,L
Experimental Energized Thermal Membrane I,L
Capital Dynamic Fuel Valve II,R
X-Large 'Locomotive' Shield Booster,M
Dark Blood Armor Explosive Hardener,L
'Citadella' 100mm Steel Plates,L
Standup L-Set Energy Neutralizer Feedback Control I,R
Upgraded Armor Thermal Hardener I,L
Cormack's Modified Thermal Plating,L
150mm Light Carbine Repeating Cannon I,H
Republic Fleet 200mm Autocannon,H
Small Tractor Beam II,H
Domination Warp Disruptor,M
Setele's Modified 500MN Microwarpdrive,M
150mm Light AutoCannon I,H
Capital Projectile Metastasis Adjuster II,R
Medium Hybrid Ambit Extension I,R
Medium Bay Loading Accelerator II,R
Centum A-Type Energized EM Membrane,L
Beta Reactor Control: Shield Power Relay I,L
Micro Degenerative Concussion Bomb I,H
Survey Scanner II,M
Prototype Sensor Booster,M
Large Ancillary Current Router II,R
Large Proton Smartbomb I,H
Medium Core Defense Operational Solidifier II,R
Setele's Modified Large Plasma Smartbomb,H
Brynn's Modified Explosive Plating,L
True Sansha Mega Pulse Laser,H
CONCORD Capital Shield Booster,M
Large YF-12a Smartbomb,H
500MN Microwarpdrive II,M
Modulated Deep Core Strip Miner II,H
'Grail' Layered Plating I,L
Limited Thermal Plating I,L
Brynn's Modified 100MN Afterburner,M
OLD Proteus Electronics - CPU Efficiency Gate,S
Skirmish Warfare Link - Rapid Deployment I,H
Limited Thermal Dissipation Field I,M
Caldari Phenomena Generator,H
Anode Light Ion Particle Cannon I,H
Dual 150mm Railgun II,H
Kaikka's Modified 350mm Railgun,H
Standup M-Set Structure Target Multiplexing II,R
Medium Plasma Smartbomb I,H
Large Active Stealth System I,M
Dual Light Beam Laser II,H
Corpum C-Type Energized EM Membrane,L
Ice Harvester Upgrade I,L
75mm Gatling Rail I,H
Shadow Serpentis Light Electron Blaster,H
Unit D-34343's Modified Drone Navigation Computer,M
Republic Fleet Large Armor Repairer,L
Dread Guristas X-Large Shield Booster,M
Gotan's Modified 800mm Repeating Cannon,H
'Crossbow' Focused Medium Beam Laser I,H
Pith X-Type Thermal Dissipation Field,M
Gravitational Transportation Field Oscillator,H
Luther Veron's Modified Dual Heavy Beam Laser,H
Thermal Plating II,L
Federation Navy 1MN Afterburner,M
OLD Legion Electronics - Tactical Targeting Network,S
Setele's Modified 100MN Afterburner,M
OLD Proteus Offensive - Dissonic Encoding Platform,S
Centum C-Type Energized Adaptive Nano Membrane,L
Draclira's Modified Heavy Capacitor Booster,M
Chelm's Modified Armor Explosive Hardener,L
Small Focused Modulated Pulse Energy Beam I,H
Alumel Gravimetric ECCM Sensor Array I,M
Estamel's Modified Kinetic Deflection Amplifier,M
True Sansha Focused Medium Beam Laser,H
Tairei's Modified Explosive Plating,L
Small 'Notos' Explosive Charge I,H
Core B-Type Armor Kinetic Hardener,L
'Trebuchet' Heat Sink I,L
Tobias' Modified Shield Boost Amplifier,M
Standup M-Set Advanced Large Ship Manufacturing Material Efficiency II,R
Prototype 'Arbalest' Heavy Assault Missile Launcher I,H
Dark Blood Small Capacitor Booster,M
Hakim's Modified Kinetic Deflection Amplifier,M
'Basic' Shield Power Relay,L
Regulated Light Ion Phase Cannon I,H
Target Illumination Burst Projector,H
'Oblivion' Kinetic Doomsday,H
Federation Navy Kinetic Plating,L
Domination Stasis Webifier,M
Tachyon Anode Particle Stream I,H
Republic Fleet Tracking Enhancer,L
‘Divine Harvest’ Electromagnetic Reaper,H
Standup M-Set Fighter Navigation II,R
Republic Fleet Medium Shield Extender,M
Standup Warp Scrambler I,M
Dread Guristas Thermal Dissipation Field,M
Ammatar Navy Small Focused Pulse Laser,H
True Sansha Warp Disruptor,M
Large Graviton Smartbomb II,H
Skirmish Command Burst I,H
QA Mining Laser Upgrade,L
Shadow Serpentis Damage Control,L
Monophonic Stabilization Actuator I,L
X-Large Ship Research II,R
C4S Coiled Circuit Thermal Radiator,L
Medium Remote Hull Repairer I,H
Core B-Type Large Armor Repairer,L
Standup M-Set Invention Accelerator I,R
Dark Blood 25000mm Steel Plates,L
Civilian Damage Control,L
QA Cloaking Device,H
Domination Small Shield Booster,M
Medium Hyperspatial Velocity Optimizer II,R
Standup L-Set Ore Grading Processor I,R
Dual 1000mm Railgun I,H
Bomb Launcher I,H
Small Inverted Signal Field Projector II,R
'Palisade' Cap Recharger I,M
Domination Ballistic Control System,L
Legion Core - Dissolution Sequencer,S
Heavy J5 Enduring Warp Disruptor,M
Small Shield Booster II,M
Limited Energized Explosive Membrane I,L
Standup L-Set Advanced Small Ship Manufacturing Efficiency II,R
Gist A-Type X-Large Shield Booster,M
Standup L-Set Basic Large Ship Manufacturing Efficiency I,R
Large Automated Carapace Restoration,L
Selynne's Modified Adaptive Nano Plating,L
Capital Energy Locus Coordinator II,R
Tairei's Modified Mega Pulse Laser,H
'Love' Medium Remote Armor Repairer,H
Large Energy Discharge Elutriation II,R
Cormack's Modified Energized Explosive Membrane,L
Coreli C-Type Small Armor Repairer,L
Gist A-Type 100MN Afterburner,M
Large Hybrid Metastasis Adjuster I,R
650mm Medium 'Jolt' Artillery I,H
Medium EMP Smartbomb I,H
Marked Generator Refitting: Shield Flux,L
Capital Hybrid Burst Aerator II,R
M51 Benefactor Compact Shield Recharger,M
Quad Modulated Light Energy Beam I,H
TE-2100 Ample XL Cruise Missile Launcher,H
Legion Core - Augmented Antimatter Reactor,S
Standup Repulsor Field Projector I,M
Ammatar Navy Thermal Plating,L
10000MN Afterburner I,M
Brokara's Modified Power Diagnostic System,L
Gist X-Type 100MN Afterburner,M
Medium Anti-Thermal Pump II,R
'Basic' Shield Flux Coil,L
Domination Armor Kinetic Hardener,L
Standup M-Set Basic Large Ship Manufacturing Material Efficiency I,R
Medium Hybrid Collision Accelerator II,R
Incremental Ladar ECCM Scanning Array I,M
1MN Civilian Afterburner,M
Unit F-435454's Modified Burst Jammer,M
Tracking Enhancer II,L
50MN Digital Booster Microwarpdrive,M
Quantum Co-Processor,L
N-JM Compact Omnidirectional Tracking Enhancer,L
Standup L-Set Drone and Fighter Manufacturing Efficiency I,R
Local Power Plant Manager: Capacity Power Relay I,L
Dark Blood Capital Armor Repairer,L
Draclira's Modified Capacitor Power Relay,L
Pith X-Type Shield Boost Amplifier,M
10000MN Afterburner II,M
Shadow Serpentis 10MN Afterburner,M
Affirmative. Modified Entosis Link,H
Brokara's Modified Heavy Energy Nosferatu,H
350mm Railgun I,H
Draclira's Modified Heavy Energy Neutralizer,H
Corelum C-Type Medium Armor Repairer,L
Standup M-Set Electronic Warfare Projection I,R
OLD Proteus Engineering - Supplemental Coolant Injector,S
25000mm Steel Plates II,L
Gatling Afocal Maser I,H
Large Core Defense Field Purger I,R
Capital Energy Burst Aerator I,R
Setele's Modified Kinetic Plating,L
Centum A-Type Energized Explosive Membrane,L
Pith C-Type Thermal Dissipation Field,M
Estamel's Modified Co-Processor,L
Small Drone Speed Augmentor I,R
Capital Gravity Capacitor Upgrade I,R
Small Focused Pulse Laser II,H
Small Dynamic Fuel Valve II,R
Unit P-343554's Modified Drone Damage Amplifier,L
Polarized Light Neutron Blaster,H
Chelm's Modified EM Plating,L
Large Powergrid Subroutine Maximizer I,R
Ahremen's Modified Armor EM Hardener,L
Medium Core Defense Capacitor Safeguard I,R
Dark Blood Heavy Pulse Laser,H
'Motte' Capacitor Power Relay I,L
Coreli A-Type Small Armor Repairer,L
Medium Clarity Ward Booster I,M
Raysere's Modified EM Plating,L
Gotan's Modified Thermal Plating,L
Tobias' Modified 1400mm Howitzer Artillery,H
Marked Modified SS Reinforced Bulkheads,L
Gistum C-Type Thermal Dissipation Amplifier,M
Corpum A-Type Energized Thermal Membrane,L
ECCM - Omni I,M
X-Large F-4a Ld-Sulfate Capacitor Charge Unit,M
Vepas's Modified Thermal Dissipation Field,M
OLD Loki Defensive - Adaptive Augmenter,S
50mm Reinforced Nanofiber Plates I,L
Layered Plating I,L
Small Warhead Calefaction Catalyst II,R
Shielded Radar Backup Cluster I,L
Tairei's Modified Large Armor Repairer,L
Federation Navy Tracking Computer,M
Structure Remote Shield Booster,H
Standup M-Set Advanced Large Ship Manufacturing Material Efficiency I,R
Large Hyperspatial Velocity Optimizer I,R
True Sansha Micro EMP Smartbomb,H
F-a10 Buffer Capacitor Regenerator,M
Large Hybrid Collision Accelerator I,R
Large Hydraulic Bay Thrusters I,R
'Enterprise' Remote Tracking Computer,M
F-AQ Delay-Line Scan Tracking Subroutines,L
Mining Laser Upgrade I,L
Luther Veron's Modified Adaptive Invulnerability Field,M
OLD Tengu Propulsion - Gravitational Capacitor,S
Nanomechanical CPU Enhancer I,L
Gist C-Type 100MN Afterburner,M
Surplus Ladar Reserve Array,L
Siege Warfare Link - Shield Harmonizing I,H
50MN Microwarpdrive II,M
Legion Radar ECM,M
Automated Targeting Unit I,H
Medium Tractor Beam I,H
Medium 'Hope' Hull Reconstructor I,M
Local Hull Conversion Overdrive Injector I,L
Dread Guristas Omnidirectional Tracking Enhancer,L
Capital Semiconductor Memory Cell II,R
Republic Fleet EM Plating,L
Shield Flux Coil I,L
Prototype ECCM Ladar Sensor Cluster,M
Mizuro's Modified Stasis Webifier,M
Micro Shield Extender I,M
Core A-Type Armor Kinetic Hardener,L
Centum B-Type Medium Remote Armor Repairer,H
Medium Energy Collision Accelerator I,R
Local Hull Conversion Nanofiber Structure I,L
Small Tracking Diagnostic Subroutines II,R
Brynn's Modified Armor EM Hardener,L
Dread Guristas Large Graviton Smartbomb,H
Alumel Ladar ECCM Sensor Array I,M
Small Drone Control Range Augmentor I,R
Carbide Compact Quad 3500mm Siege Artillery,H
Corpii A-Type Explosive Plating,L
Tengu Propulsion - Interdiction Nullifier,S
Micro Asymmetric Remote Shield Booster,H
Signal Amplifier I,L
Large Low Friction Nozzle Joints I,R
Gistum B-Type Thermal Dissipation Amplifier,M
Stasis Webifier II,M
Capital Nanobot Accelerator I,R
Small Energy Collision Accelerator II,R
Coreli A-Type 5MN Microwarpdrive,M
Capital Energy Metastasis Adjuster I,R
Capital Clarity Ward Enduring Shield Booster,M
Terran Data Analyzer I,M
Alpha Reactor Control: Reaction Control,L
Shaqil's Modified Gyrostabilizer,L
True Sansha Dual Giga Pulse Laser,H
Small 'Caltrop' Energy Neutralizer,H
Dual Modulated Pulse Energy Beam I,H
Energized Thermal Membrane II,L
Core X-Type Armor EM Hardener,L
Type-E Altered SS Expanded Cargo,L
Local Hull Conversion Expanded Cargo I,L
Thermal Dissipation Amplifier II,M
Standup M-Set Structure Manufacturing Material Efficiency I,R
Prototype Energized Thermal Membrane I,L
Republic Fleet Medium Proton Smartbomb,H
QA Entosis Link,H
Tobias' Modified Explosive Deflection Amplifier,M
Supplemental Scanning CPU I,M
Centum A-Type Medium Remote Armor Repairer,H
Standup M-Set TE Research Accelerator I,R
Raysere's Modified Dual Heavy Beam Laser,H
J5b Enduring Warp Scrambler,M
Chelm's Modified Cap Recharger,M
'Hustler' Heavy Neutron Blaster I,H
Supplemental Omni ECCM Scanning Array I,M
Capital Memetic Algorithm Bank II,R
Rock-Scanning Sensor Array I,M
Medium Nanobot Accelerator II,R
Sisters Capital Emergency Hull Energizer,L
Chelm's Modified Thermal Plating,L
Synthetic Hull Conversion Inertia Stabilizers,L
Standup L-Set ME Research Optimization I,R
Medium Anti-Thermal Pump I,R
Missile Guidance System Rig II,R
Dread Guristas Medium Graviton Smartbomb,H
Capital Azeotropic Restrained Shield Extender,M
Corpus C-Type Armor EM Hardener,L
Corpus A-Type Heavy Energy Nosferatu,H
Small Anti-Thermal Screen Reinforcer I,R
Shadow Serpentis Energized Thermal Membrane,L
Dark Blood Focused Medium Pulse Laser,H
Small Hull Repairer II,M
Kinetic Deflection Field I,M
Large Neutron Saturation Injector I,M
Medium Hybrid Locus Coordinator I,R
Type-D Restrained Shield Flux Coil,L
720mm Carbine Howitzer I,H
250mm 'Scout' Accelerator Cannon,H
Basic Magnetometric Backup Array,L
Caldari Navy Medium Shield Extender,M
Capital Algid Energy Administrations Unit I,R
Khanid Navy Explosive Plating,L
Large Tech I Capital Component Research II,R
Standup M-Set I2 Materials Reclamation II,R
Federation Navy Medium Plasma Smartbomb,H
50000MN Microwarpdrive II,M
Reactor Control Unit II,L
Small Salvage Tackle I,R
'Basic' Heat Sink,L
Dread Guristas Light Missile Launcher,H
Estamel's Modified X-Large Shield Booster,M
1600mm Reinforced Nanofiber Plates I,L
Heavy Pulse Laser II,H
Type-D Restrained Capacitor Power Relay,L
'Smokescreen' Covert Ops Cloaking Device II,H
Unit P-343554's Modified Fighter Support Unit,H
Tengu Propulsion - Chassis Optimization,S
Dread Guristas Rocket Launcher,H
Large Tech II Component Research I,R
Small Active Stealth System I,M
Gistii A-Type Small Remote Shield Booster,H
Medium Memetic Algorithm Bank II,R
Pithum A-Type Adaptive Invulnerability Field,M
Small 'Vehemence' Shockwave Charge,H
Ta3 Perfunctory Vessel Probe,M
Tobias's Modified Torpedo Launcher,H
CONCORD Ion Siege Blaster,H
Unit D-34343's Modified Omnidirectional Tracking Enhancer,L
Brynn's Modified Large Armor Repairer,L
Large Hybrid Collision Accelerator II,R
Domination Kinetic Deflection Amplifier,M
Domination Nanofiber Structure,L
Medium Capacitor Booster I,M
Khanid Navy Medium EMP Smartbomb,H
Medium Algid Hybrid Administrations Unit I,R
425mm Railgun II,H
Brokara's Modified Kinetic Plating,L
Mining Laser Optimization II,R
'Aura' Warp Core Stabilizer I,L
Small Gravity Capacitor Upgrade I,R
Medium Hybrid Locus Coordinator II,R
Mega Pulse Laser II,H
75mm Carbide Railgun I,H
Civilian Explosive Deflection Field,M
Ahremen's Modified Energized EM Membrane,L
'Hooligan' Heavy Ion Blaster I,H
Corpus B-Type Armor EM Hardener,L
Shadow Serpentis Heavy Warp Disruptor,M
Dual 250mm Prototype Gauss Gun,H
Large 'Sheriff' Shield Extender,M
Supplemental Gravimetric ECCM Scanning Array I,M
Remote Tracking Computer II,M
Medium Energy Nosferatu I,H
True Sansha Heavy Beam Laser,H
Armor Explosive Hardener II,L
Large 'Regard' Remote Capacitor Transmitter,H
Standup M-Set Advanced Small Ship Manufacturing Material Efficiency II,R
Dark Blood Mega Beam Laser,H
Heavy Diminishing Power System Drain I,H
Medium Anti-Kinetic Screen Reinforcer I,R
Limited EM Plating I,L
Prototype Energized Armor Layering Membrane I,L
Vepas' Modified Large Shield Booster,M
Heavy Electron Blaster I,H
Unit F-435454's Modified Damage Control,L
Chelm's Modified Energized Kinetic Membrane,L
Afocal Precise Dual Giga Beam Laser,H
Kaikka's Modified Explosive Deflection Amplifier,M
Upgraded EM Plating I,L
Tachyon Modulated Energy Beam I,H
X-Large Murky Remote Shield Booster,H
Mizuro's Modified Rapid Heavy Missile Launcher,H
Capital Ancillary Shield Booster,M
Pith X-Type Large Shield Booster,M
OLD Loki Defensive - Amplification Node,S
Structure Remote Capacitor Transmitter,H
Capital Signal Disruption Amplifier I,R
Shadow Serpentis Armor Kinetic Hardener,L
Small Remote Repair Augmentor II,R
Ammatar Navy Armor Thermal Hardener,L
Large Nanobot Accelerator II,R
Vepas's Modified Kinetic Deflection Field,M
X5 Enduring Stasis Webifier,M
Domination Capital Remote Shield Booster,H
Corpum C-Type Energized Explosive Membrane,L
Dark Blood Medium Energy Nosferatu,H
Selynne's Modified Heavy Energy Nosferatu,H
OLD Legion Engineering - Capacitor Regeneration Matrix,S
Civilian Salvager,H
Large Remote Armor Repairer II,H
Ore compression thingie,L
Counterbalanced Compact Gyrostabilizer,L
Medium Liquid Cooled Electronics I,R
Medium I-ax Enduring Remote Armor Repairer,H
Republic Fleet Nanofiber Structure,L
Brokara's Modified Heavy Energy Neutralizer,H
Capital Powergrid Subroutine Maximizer I,R
AGM Capacitor Charge Array,M
Tengu Propulsion - Fuel Catalyst,S
Capital Sentry Damage Augmentor II,R
Upgraded Energized Kinetic Membrane I,L
Standup M-Set Scan Resolution II,R
Small Remote Hull Repairer II,H
True Sansha Power Diagnostic System,L
QA Smartbomb,H
Stabilized Weapon Mounts,L
Federation Navy Large Plasma Smartbomb,H
Brynn's Modified Kinetic Plating,L
Coreli A-Type Small Remote Armor Repairer,H
Tairei's Modified Power Diagnostic System,L
Medium Shield Extender II,M
Republic Fleet Small Proton Smartbomb,H
Pithum A-Type Medium Remote Shield Booster,H
Gistum A-Type Medium Shield Booster,M
X-Large Ancillary Shield Booster,M
Gotan's Modified Cruise Missile Launcher,H
Expanded Cargohold I,L
Arbalest Compact XL Cruise Missile Launcher,H
Small Anti-EM Pump I,R
Caldari Navy Adaptive Invulnerability Field,M
Caldari Navy Light Missile Launcher,H
Type-E Altered SS Reinforced Bulkheads,L
Caldari Navy Warp Disruptor,M
X-Large Ld-Acid Capacitor Battery I,M
Medium Polycarbon Engine Housing II,R
Capital Projectile Locus Coordinator I,R
Kinetic Plating I,L
Expanded Probe Launcher II,H
Dual 250mm Railgun I,H
Medium Energy Discharge Elutriation I,R
Insulated Stabilizer Array I,L
Heavy Neutron Blaster I,H
Corpum C-Type Medium Armor Repairer,L
Gravimetric Firewall,L
Ahremen's Modified Armor Thermal Hardener,L
Mark I Modified SS Overdrive Injector,L
Pith A-Type Explosive Deflection Field,M
Large Signal Disruption Amplifier I,R
Estamel's Modified EM Ward Amplifier,M
True Sansha Tracking Disruptor,M
Federation Navy Remote Tracking Computer,M
Capital Drone Mining Augmentor II,R
Structure Skirmish Targeted Link,H
'Desert Heat' Thermal Dissipation Field,M
Medium Energy Metastasis Adjuster II,R
Light Missile Launcher I,H
True Sansha Large Armor Repairer,L
'Marketeer' Tracking Computer,M
Prototype Energized Explosive Membrane I,L
Large Trimark Armor Pump I,R
Caldari Navy Heavy Missile Launcher,H
Hexa 2500mm Repeating Cannon I,H
650mm Medium 'Scout' Artillery I,H
Vepas' Modified Dual 250mm Railgun,H
100MN Analog Booster Afterburner,M
Capital S95a Scoped Remote Shield Booster,H
Small Energy Metastasis Adjuster II,R
Capital Core Defense Operational Solidifier II,R
Dark Blood Explosive Plating,L
Large Cargohold Optimization I,R
Medium Compact Pb-Acid Cap Battery,M
Dark Blood Capital Capacitor Booster,M
Basic Co-Processor,L
Focused Medium Beam Laser II,H
Centum C-Type Energized EM Membrane,L
Modal Enduring Quad Mega Pulse Laser,H
Hakim's Modified Stasis Webifier,M
Proteus Propulsion - Hyperspatial Optimization,S
Focused Modulated Pulse Energy Beam I,H
OLD Loki Offensive - Projectile Scoping Array,S
Reactor Control Unit I,L
Large Particle Dispersion Projector II,R
OLD Proteus Propulsion - Interdiction Nullifier,S
Gotan's Modified Large Proton Smartbomb,H
Caldari Navy Warp Scrambler,M
Corpum B-Type Energized Adaptive Nano Membrane,L
F-43 Repetitive Magnetometric Backup Sensors,L
Large Micro Jump Drive,M
Large Projectile Metastasis Adjuster I,R
Imperial Navy Medium Remote Capacitor Transmitter,H
Gist A-Type Explosive Deflection Field,M
Dread Guristas XL Cruise Missile Launcher,H
Corpii A-Type Kinetic Plating,L
Republic Fleet Dual 650mm Repeating Cannon,H
Centii B-Type Adaptive Nano Plating,L
Raysere's Modified Armor Kinetic Hardener,L
'Saddle' Small Capacitor Booster I,M
Centum C-Type Medium Remote Capacitor Transmitter,H
Legion Core - Energy Parasitic Complex,S
Large Emission Scope Sharpener I,R
Medium Drone Research II,R
Imperial Navy Small Focused Pulse Laser,H
Corpum B-Type Medium Energy Nosferatu,H
Shadow Serpentis Medium Plasma Smartbomb,H
150mm Carbide Railgun I,H
Corelum A-Type Energized Adaptive Nano Membrane,L
Dread Guristas Drone Damage Amplifier,L
Centus C-Type Large Armor Repairer,L
Quad Mega Pulse Laser I,H
Vepas' Modified Kinetic Deflection Amplifier,M
Tuvan's Modified Explosive Plating,L
Energized Armor Layering Membrane II,L
Clone Vat Bay I,H
